,Shape,Price,Carat,Cut,Color,Clarity,Polish,Symmetry,Depth,Table,L/W
2270,Pear,57144,3.02,Very Good,F,VS1,Excellent,Very Good,62.4,57,2
2271,Pear,57120,5.01,Very Good,H,SI2,Excellent,Excellent,62.5,58,2
2272,Round,57117,3.02,Very Good,G,VVS2,Excellent,Very Good,60.5,64,1
2273,Emerald,57110,3.03,Very Good,F,VVS2,Excellent,Excellent,67.5,66,1
2274,Marquise,57097,3.0,Very Good,G,VS1,Excellent,Excellent,61.9,57,2
2275,Princess,57088,3.01,Very Good,D,VS1,Excellent,Good,75.0,66,1
2276,Asscher,57043,3.0,Very Good,G,VVS1,Excellent,Excellent,69.1,61,1
2277,Emerald,57031,3.2,Good,F,VS1,Very Good,Good,66.9,73,1
2278,Round,57020,3.26,Ideal,G,VS2,Excellent,Excellent,61.4,59,1
2279,Round,57014,3.01,Ideal,F,VS1,Excellent,Excellent,62.8,57,1
2280,Cushion,56987,4.04,Good,H,VS2,Very Good,Very Good,69.9,65,1
2281,Cushion,56978,3.01,Good,E,VVS2,Excellent,Very Good,70.1,63,1
2282,Pear,56950,3.03,Very Good,G,VVS2,Excellent,Excellent,59.3,61,2
2283,Oval,56892,4.5,Good,I,SI1,Excellent,Very Good,69.0,62,1
2284,Round,56886,3.8,Ideal,H,SI1,Excellent,Excellent,62.2,61,1
2285,Round,56846,4.08,Very Good,J,VVS2,Very Good,Very Good,57.7,65,1
2286,Round,56844,3.2,Ideal,G,VS2,Excellent,Excellent,62.5,57,1
2287,Round,56834,3.43,Ideal,H,VVS2,Excellent,Excellent,62.6,57,1
2288,Radiant,56825,4.02,Very Good,E,SI1,Excellent,Excellent,69.4,66,1
2289,Round,56825,3.01,Very Good,E,VS1,Excellent,Very Good,61.4,59,1
2290,Pear,56821,3.51,Good,E,SI1,Very Good,Very Good,59.9,67,2
2291,Round,56792,2.05,Ideal,D,VVS2,Excellent,Excellent,59.7,60,1
2292,Round,56788,2.72,Ideal,E,VS1,Excellent,Excellent,62.9,58,1
2293,Round,56761,3.12,Ideal,H,VVS2,Excellent,Excellent,62.6,57,1
2294,Radiant,56750,4.03,Good,H,VS2,Good,Good,74.4,67,1
2295,Asscher,56750,3.5,Very Good,E,VS2,Excellent,Excellent,68.4,64,1
2296,Asscher,56743,3.06,Very Good,E,VVS1,Excellent,Excellent,67.3,64,1
2297,Oval,56738,3.03,Very Good,D,VVS2,Very Good,Good,60.9,59,2
2298,Asscher,56729,4.02,Good,H,VVS2,Excellent,Very Good,71.6,67,1
2299,Round,56714,3.02,Ideal,G,VS2,Excellent,Excellent,60.6,59,1
2300,Oval,56695,3.02,Very Good,F,VS1,Excellent,Excellent,62.8,61,1
2301,Emerald,56683,3.01,Very Good,E,VS1,Excellent,Excellent,69.8,68,1
2302,Round,56679,2.87,Ideal,G,VVS2,Excellent,Excellent,60.3,59,1
2303,Round,56678,3.5,Ideal,I,VVS1,Excellent,Very Good,62.8,57,1
2304,Pear,56632,2.51,Very Good,D,IF,Excellent,Excellent,61.8,59,2
2305,Cushion,56625,3.31,Very Good,D,VS2,Excellent,Excellent,67.8,60,1
2306,Oval,56613,2.51,Very Good,D,VVS1,Excellent,Very Good,63.4,61,1
2307,Round,56612,2.42,Ideal,D,VVS2,Excellent,Excellent,62.4,58,1
2308,Round,56610,2.4,Ideal,D,VS1,Excellent,Excellent,62.5,57,1
2309,Round,56594,2.5,Ideal,E,VVS2,Excellent,Excellent,62.3,55,1
2310,Round,56582,4.1,Very Good,I,VVS2,Excellent,Very Good,64.5,56,1
2311,Heart,56575,3.3,Very Good,F,SI1,Excellent,Good,52.8,54,1
2312,Emerald,56561,3.04,Very Good,F,VS1,Excellent,Excellent,68.5,63,1
2313,Oval,56554,3.01,Very Good,F,VS1,Excellent,Very Good,62.2,61,1
2314,Round,56537,2.34,Astor Ideal,G,VS1,Excellent,Excellent,61.0,56,1
2315,Pear,56531,3.01,Very Good,D,VS2,Excellent,Very Good,61.3,56,2
2316,Cushion,56443,4.01,Very Good,H,VS1,Excellent,Very Good,60.9,65,1
2317,Round,56413,3.01,Ideal,D,SI1,Excellent,Excellent,61.2,59,1
2318,Emerald,56412,3.41,Very Good,G,VS1,Excellent,Excellent,67.4,63,1
2319,Cushion,56390,4.01,Good,I,VS2,Excellent,Excellent,69.8,63,1
2320,Round,56368,2.7,Ideal,E,VS1,Excellent,Excellent,62.8,57,1
2321,Round,56368,2.7,Ideal,E,VS1,Excellent,Excellent,62.8,56,1
2322,Cushion,56308,3.03,Very Good,G,VS1,Very Good,Very Good,59.9,59,1
2323,Round,56306,3.03,Ideal,D,SI1,Excellent,Excellent,62.0,58,1
2324,Round,56290,3.14,Ideal,E,SI1,Excellent,Excellent,62.4,58,1
2325,Pear,56275,3.01,Very Good,H,VVS1,Excellent,Very Good,61.7,62,2
2326,Round,56270,4.34,Ideal,J,VS1,Excellent,Excellent,62.8,57,1
2327,Round,56257,2.5,Ideal,D,VS1,Excellent,Excellent,58.1,62,1
2328,Emerald,56250,3.71,Very Good,I,VVS1,Excellent,Excellent,63.9,61,1
2329,Radiant,56243,5.03,Very Good,J,SI1,Very Good,Good,70.1,72,1
2330,Round,56208,3.74,Ideal,I,VS1,Excellent,Excellent,62.4,56,1
2331,Oval,56175,4.02,Good,H,SI1,Excellent,Very Good,65.5,62,1
2332,Cushion,56167,3.01,Very Good,D,VS1,Very Good,Very Good,69.0,64,1
2333,Round,56161,3.38,Ideal,G,SI1,Excellent,Excellent,61.8,57,1
2334,Princess,56123,3.47,Very Good,H,VS1,Excellent,Very Good,73.5,73,1
2335,Round,56112,2.8,Very Good,F,VS2,Excellent,Good,64.3,55,1
2336,Round,56101,4.5,Ideal,J,SI1,Excellent,Excellent,60.5,60,1
2337,Round,56099,2.5,Ideal,F,IF,Excellent,Very Good,61.9,56,1
2338,Pear,56083,3.49,Very Good,D,SI1,Very Good,Good,63.3,58,1
2339,Round,56074,3.03,Ideal,G,VS2,Excellent,Excellent,60.6,58,1
2340,Pear,56061,3.03,Very Good,E,VVS1,Excellent,Excellent,63.2,60,2
2341,Princess,56048,3.02,Very Good,G,VVS2,Excellent,Excellent,71.4,70,1
2342,Emerald,56028,4.01,Very Good,I,VS1,Excellent,Excellent,67.4,64,1
2343,Round,56022,2.54,Ideal,E,VVS2,Excellent,Excellent,62.8,56,1
2344,Round,56019,4.35,Ideal,I,SI1,Excellent,Excellent,62.5,57,1
2345,Round,56012,4.01,Ideal,I,VVS2,Excellent,Excellent,62.6,57,1
2346,Round,56002,3.75,Ideal,H,VS2,Excellent,Excellent,62.4,59,1
2347,Round,55992,2.54,Ideal,E,VS1,Excellent,Excellent,62.4,57,1
2348,Round,55985,2.27,Ideal,E,IF,Excellent,Excellent,60.1,59,1
2349,Pear,55965,3.57,Very Good,G,VS2,Very Good,Very Good,63.9,59,1
2350,Oval,55933,3.02,Very Good,G,VS1,Excellent,Excellent,60.5,62,1
2351,Radiant,55900,3.52,Very Good,H,VVS2,Excellent,Excellent,69.7,61,1
2352,Round,55875,3.01,Ideal,H,VS1,Excellent,Excellent,61.8,58,1
2353,Round,55867,3.23,Ideal,H,VS1,Excellent,Excellent,62.9,57,1
2354,Emerald,55864,3.2,Good,H,VVS2,Excellent,Very Good,73.5,62,2
2355,Princess,55856,5.05,Very Good,J,VS2,Very Good,Very Good,70.4,72,1
2356,Round,55847,2.53,Ideal,F,VVS1,Excellent,Excellent,61.6,62,1
2357,Radiant,55846,5.19,Very Good,J,SI1,Very Good,Very Good,70.9,71,1
2358,Emerald,55842,3.51,Very Good,H,VS1,Very Good,Very Good,69.0,68,2
2359,Cushion,55823,3.52,Good,E,SI1,Excellent,Very Good,68.3,68,1
2360,Emerald,55778,3.55,Very Good,H,VVS2,Excellent,Excellent,67.7,64,1
2361,Round,55764,4.47,Ideal,H,SI2,Excellent,Excellent,60.4,60,1
2362,Emerald,55756,3.5,Very Good,H,VS1,Very Good,Very Good,58.8,69,1
2363,Round,55712,3.39,Ideal,I,VVS1,Excellent,Excellent,61.9,57,1
2364,Round,55702,3.01,Ideal,G,VS2,Excellent,Very Good,63.0,55,1
2365,Emerald,55699,4.53,Very Good,J,VVS2,Very Good,Excellent,67.9,61,1
2366,Round,55688,3.01,Very Good,E,VS2,Excellent,Excellent,64.4,57,1
2367,Cushion,55679,5.01,Very Good,J,SI1,Excellent,Excellent,68.6,61,1
2368,Round,55673,4.01,Ideal,G,SI2,Excellent,Excellent,61.4,60,1
2369,Cushion,55672,3.0,Very Good,F,VS1,Excellent,Very Good,68.2,61,1
2370,Round,55672,2.32,Ideal,E,IF,Excellent,Excellent,60.9,59,1
2371,Emerald,55649,3.5,Very Good,I,IF,Excellent,Very Good,69.4,61,1
2372,Round,55617,3.02,Very Good,E,VS1,Excellent,Very Good,61.1,59,1
2373,Cushion,55593,4.5,Very Good,I,SI1,Excellent,Very Good,67.7,57,1
2374,Round,55575,2.2,Ideal,E,IF,Excellent,Excellent,62.4,57,1
2375,Pear,55567,3.51,Very Good,H,IF,Excellent,Very Good,59.1,59,2
2376,Pear,55565,3.02,Very Good,D,VS2,Excellent,Excellent,65.3,56,2
2377,Oval,55554,4.01,Very Good,H,SI1,Excellent,Excellent,62.3,62,1
2378,Round,55535,3.15,Ideal,H,VS1,Excellent,Excellent,59.9,59,1
2379,Pear,55532,3.02,Very Good,E,VS2,Excellent,Excellent,64.0,58,2
2380,Cushion,55464,4.11,Very Good,H,VS1,Excellent,Excellent,64.0,64,1
2381,Princess,55460,3.03,Very Good,G,VVS1,Excellent,Very Good,72.0,67,1
2382,Asscher,55459,3.01,Very Good,E,VVS2,Excellent,Excellent,67.6,63,1
2383,Oval,55315,3.01,Very Good,D,VVS1,Very Good,Very Good,61.9,54,1
2384,Radiant,55313,4.49,Good,G,VS2,Excellent,Good,75.9,72,1
2385,Round,55309,2.21,Ideal,F,IF,Excellent,Very Good,61.6,58,1
2386,Cushion,55300,3.03,Very Good,D,VS2,Very Good,Very Good,68.7,60,1
2387,Emerald,55262,4.01,Very Good,I,VS2,Excellent,Excellent,66.4,64,1
2388,Round,55213,4.02,Very Good,J,SI1,Excellent,Excellent,59.5,60,1
2389,Round,55202,2.36,Ideal,D,VVS2,Excellent,Excellent,61.9,58,1
2390,Round,55178,3.02,Ideal,G,VVS1,Excellent,Excellent,61.4,59,1
2391,Round,55161,2.42,Ideal,E,VVS1,Excellent,Excellent,62.7,56,1
2392,Pear,55149,3.1,Very Good,D,VS2,Excellent,Excellent,63.4,55,2
2393,Round,55080,2.5,Ideal,D,VVS2,Excellent,Excellent,62.8,57,1
2394,Round,55051,3.65,Ideal,H,VVS2,Excellent,Excellent,62.9,57,1
2395,Emerald,55023,3.07,Very Good,G,VVS1,Excellent,Excellent,68.4,67,1
2396,Asscher,55022,3.01,Very Good,G,VS1,Excellent,Excellent,68.0,63,1
2397,Round,54977,3.01,Ideal,H,VVS2,Excellent,Excellent,62.5,59,1
2398,Oval,54940,3.01,Good,D,VS2,Very Good,Good,68.2,51,1
2399,Heart,54938,3.07,Very Good,H,IF,Excellent,Excellent,57.4,56,1
2400,Radiant,54933,3.04,Good,F,VVS2,Very Good,Very Good,74.1,74,1
2401,Emerald,54932,3.02,Very Good,E,VS1,Excellent,Excellent,67.8,66,1
2402,Emerald,54916,4.01,Very Good,I,VS1,Excellent,Very Good,67.4,64,1
2403,Round,54904,4.61,Ideal,H,SI2,Excellent,Excellent,62.7,57,1
2404,Round,54899,2.63,Ideal,F,VVS2,Excellent,Excellent,62.6,58,1
2405,Pear,54858,3.2,Very Good,G,VVS2,Excellent,Excellent,61.5,62,2
2406,Heart,54838,3.04,Very Good,F,VVS2,Excellent,Very Good,55.8,57,1
2407,Round,54834,3.0,Very Good,H,VS1,Excellent,Very Good,62.5,60,1
2408,Pear,54825,3.51,Very Good,I,VVS1,Excellent,Excellent,63.5,60,2
2409,Cushion,54730,3.01,Good,E,VVS2,Excellent,Excellent,70.6,63,1
2410,Round,54727,2.57,Ideal,F,IF,Excellent,Excellent,62.4,56,1
2411,Round,54717,3.2,Ideal,F,VS2,Excellent,Excellent,61.0,59,1
2412,Round,54711,2.39,Ideal,F,IF,Excellent,Excellent,59.6,60,1
2413,Round,54702,3.01,Very Good,E,SI1,Excellent,Very Good,58.4,62,1
2414,Round,54691,4.02,Ideal,I,VS1,Excellent,Excellent,62.1,56,1
2415,Round,54690,2.7,Ideal,F,VVS2,Excellent,Excellent,62.3,56,1
2416,Round,54677,4.02,Ideal,J,VS1,Excellent,Excellent,60.0,60,1
2417,Round,54677,4.02,Ideal,I,SI1,Excellent,Excellent,62.4,57,1
2418,Cushion,54671,4.01,Good,H,VS2,Excellent,Very Good,70.7,59,1
2419,Round,54653,3.01,Ideal,F,VVS1,Excellent,Very Good,62.7,56,1
2420,Pear,54639,2.32,Very Good,D,IF,Excellent,Excellent,63.1,57,1
2421,Round,54619,3.03,Ideal,G,VS1,Excellent,Excellent,61.7,59,1
2422,Pear,54595,3.7,Very Good,F,VS2,Excellent,Very Good,60.9,58,2
2423,Cushion,54588,4.72,Very Good,J,VVS2,Excellent,Excellent,68.2,61,1
2424,Oval,54585,3.01,Very Good,E,VS1,Excellent,Very Good,63.7,56,1
2425,Round,54567,2.38,Ideal,E,IF,Excellent,Excellent,62.5,59,1
2426,Round,54554,3.01,Ideal,D,SI1,Excellent,Excellent,63.4,56,1
2427,Princess,54551,3.01,Good,F,VS1,Excellent,Excellent,75.6,73,1
2428,Round,54516,2.7,Ideal,E,VS1,Excellent,Excellent,61.5,57,1
2429,Round,54515,2.5,Ideal,E,VVS2,Excellent,Excellent,62.7,57,1
2430,Round,54501,2.01,Ideal,D,VVS2,Excellent,Excellent,61.8,57,1
2431,Round,54464,2.5,Ideal,D,VS1,Excellent,Excellent,61.4,60,1
2432,Round,54432,4.2,Ideal,J,SI1,Excellent,Excellent,60.5,60,1
2433,Cushion,54398,3.01,Good,F,VVS2,Excellent,Very Good,69.9,59,1
2434,Oval,54350,3.11,Very Good,H,VVS1,Excellent,Very Good,60.7,59,1
2435,Round,54315,2.7,Ideal,G,VVS1,Excellent,Excellent,60.1,61,1
2436,Round,54306,4.15,Ideal,H,SI2,Excellent,Excellent,62.5,57,1
2437,Round,54292,3.01,Ideal,E,SI1,Excellent,Excellent,62.2,58,1
2438,Round,54289,2.18,Ideal,D,VS1,Excellent,Excellent,61.2,55,1
2439,Round,54289,2.5,Ideal,E,VVS2,Excellent,Excellent,62.7,56,1
2440,Round,54289,2.5,Ideal,E,VVS2,Excellent,Excellent,60.1,59,1
2441,Round,54271,4.56,Very Good,J,SI1,Good,Good,62.4,60,1
2442,Emerald,54244,4.01,Very Good,I,VS1,Excellent,Excellent,67.6,64,1
2443,Round,54198,4.4,Ideal,G,SI2,Excellent,Excellent,61.2,59,1
2444,Asscher,54193,3.42,Very Good,F,VS2,Excellent,Excellent,68.4,64,1
2445,Round,54181,3.01,Ideal,E,SI1,Excellent,Excellent,61.0,58,1
2446,Round,54156,3.29,Ideal,H,IF,Excellent,Excellent,62.5,57,1
2447,Round,54145,3.4,Ideal,D,SI1,Very Good,Excellent,60.5,58,1
2448,Round,54140,3.22,Ideal,G,VS2,Excellent,Excellent,62.3,59,1
2449,Radiant,54122,3.02,Very Good,E,VS2,Excellent,Excellent,67.3,68,1
2450,Round,54113,2.03,Ideal,D,VVS1,Excellent,Excellent,62.1,58,1
2451,Princess,54103,3.02,Very Good,F,VVS1,Excellent,Excellent,72.0,71,1
2452,Round,54086,3.66,Ideal,G,VS2,Excellent,Excellent,62.4,56,1
2453,Oval,54053,3.11,Very Good,F,VS2,Good,Good,62.1,58,2
2454,Round,54022,2.78,Ideal,F,VS1,Excellent,Excellent,60.0,59,1
2455,Round,54006,2.26,Ideal,D,VS1,Excellent,Excellent,59.8,61,1
2456,Round,53975,3.06,Ideal,F,VS1,Excellent,Excellent,62.2,59,1
2457,Round,53955,2.51,Ideal,F,VVS2,Excellent,Excellent,62.6,56,1
2458,Round,53941,2.55,Ideal,D,VS1,Excellent,Excellent,61.8,58,1
2459,Heart,53939,3.0,Very Good,F,VS1,Excellent,Excellent,57.8,61,1
2460,Round,53937,3.04,Ideal,H,VS1,Excellent,Excellent,61.9,57,1
2461,Round,53924,2.45,Ideal,D,VS1,Excellent,Excellent,62.1,57,1
2462,Round,53921,2.54,Ideal,E,VVS2,Excellent,Excellent,62.4,57,1
2463,Round,53910,5.01,Ideal,J,SI2,Excellent,Excellent,61.8,58,1
2464,Cushion,53886,5.01,Good,J,VS2,Very Good,Very Good,57.8,66,1
2465,Round,53885,2.5,Ideal,F,VVS1,Excellent,Excellent,62.1,56,1
2466,Oval,53881,4.08,Good,H,SI1,Excellent,Excellent,68.0,56,1
2467,Oval,53856,3.01,Very Good,F,VS1,Excellent,Very Good,64.2,56,1
2468,Round,53823,3.09,Ideal,H,VVS1,Excellent,Excellent,62.0,56,1
2469,Asscher,53807,3.01,Very Good,F,VVS1,Excellent,Very Good,67.4,64,1
2470,Asscher,53791,3.11,Very Good,F,VS1,Excellent,Excellent,66.6,62,1
2471,Asscher,53786,3.02,Very Good,G,VVS2,Excellent,Very Good,68.6,67,1
2472,Emerald,53786,3.17,Very Good,H,VVS2,Excellent,Very Good,66.4,67,1
2473,Round,53768,3.02,Very Good,F,VS2,Excellent,Excellent,63.7,56,1
2474,Round,53750,2.5,Ideal,D,VS1,Excellent,Excellent,61.1,59,1
2475,Emerald,53749,3.7,Very Good,G,VS1,Excellent,Very Good,69.4,66,1
2476,Round,53734,4.39,Ideal,J,SI1,Excellent,Excellent,62.2,56,1
2477,Round,53731,3.06,Ideal,H,VS1,Excellent,Excellent,62.7,56,1
2478,Round,53729,3.04,Ideal,H,VS2,Excellent,Excellent,62.1,58,1
2479,Round,53728,3.59,Ideal,H,SI1,Excellent,Excellent,62.7,57,1
2480,Oval,53680,3.0,Good,G,VS1,Good,Good,56.3,62,1
2481,Oval,53680,3.0,Very Good,G,VS1,Excellent,Very Good,60.6,60,1
2482,Pear,53678,2.56,Very Good,D,IF,Very Good,Good,62.1,63,2
2483,Round,53640,4.01,Ideal,J,VVS2,Excellent,Excellent,63.3,55,1
2484,Round,53635,3.08,Ideal,G,VS2,Excellent,Excellent,62.1,58,1
2485,Round,53632,3.02,Ideal,G,VS2,Excellent,Excellent,62.7,56,1
2486,Round,53625,2.16,Ideal,D,VVS2,Excellent,Excellent,62.6,56,1
2487,Cushion,53624,3.01,Very Good,E,VS1,Excellent,Excellent,68.1,61,1
2488,Cushion,53601,5.03,Very Good,J,SI1,Excellent,Excellent,67.8,61,1
2489,Cushion,53577,2.92,Very Good,E,VS1,Very Good,Very Good,69.1,63,1
2490,Round,53547,3.22,Ideal,H,VS1,Excellent,Excellent,61.5,59,1
2491,Round,53545,3.01,Ideal,E,SI1,Excellent,Excellent,63.3,57,1
2492,Round,53482,2.5,Ideal,E,VVS2,Excellent,Excellent,60.8,59,1
2493,Princess,53454,3.02,Very Good,E,VS1,Excellent,Excellent,72.4,71,1
2494,Round,53388,2.53,Ideal,E,VVS2,Excellent,Excellent,62.6,56,1
2495,Pear,53363,3.53,Very Good,G,VS2,Excellent,Excellent,62.8,57,2
2496,Round,53363,2.92,Ideal,E,VS2,Excellent,Excellent,62.6,56,1
2497,Round,53348,2.03,Very Good,F,IF,Excellent,Very Good,60.9,60,1
2498,Pear,53333,3.01,Very Good,G,VVS2,Excellent,Excellent,62.4,62,1
2499,Round,53330,4.0,Ideal,F,SI2,Very Good,Very Good,60.3,62,1
2500,Round,53317,2.06,Ideal,D,VVS1,Excellent,Excellent,61.8,59,1
2501,Round,53286,3.01,Ideal,H,VS1,Excellent,Excellent,62.9,59,1
2502,Round,53279,2.71,Ideal,F,VVS1,Excellent,Excellent,62.9,55,1
2503,Round,53232,3.02,Ideal,H,VS1,Excellent,Excellent,61.8,57,1
2504,Round,53225,3.01,Ideal,G,VS2,Excellent,Excellent,61.8,58,1
2505,Round,53218,2.14,Ideal,E,IF,Excellent,Excellent,62.7,55,1
2506,Oval,53182,4.06,Very Good,I,SI1,Excellent,Excellent,59.1,60,1
2507,Round,53179,2.8,Ideal,E,VS2,Excellent,Excellent,60.9,59,1
2508,Round,53114,3.04,Very Good,H,VVS2,Very Good,Very Good,58.9,62,1
2509,Oval,53086,3.21,Very Good,F,VVS2,Excellent,Excellent,61.6,57,1
2510,Round,53068,3.01,Ideal,H,VS1,Excellent,Excellent,62.9,58,1
2511,Round,53062,3.29,Ideal,I,VS1,Excellent,Excellent,61.8,57,1
2512,Round,53043,4.01,Ideal,J,VS1,Excellent,Excellent,62.9,57,1
2513,Round,53040,2.41,Ideal,D,VS1,Excellent,Excellent,62.4,58,1
2514,Round,53023,2.56,Ideal,F,VVS2,Excellent,Excellent,61.9,57,1
2515,Cushion,53007,3.03,Very Good,E,VS1,Excellent,Excellent,67.9,61,1
2516,Radiant,52998,3.03,Very Good,D,VS2,Excellent,Excellent,67.7,66,1
2517,Round,52996,4.01,Ideal,I,SI1,Excellent,Excellent,62.8,58,1
2518,Round,52988,2.02,Astor Ideal,F,VVS1,Excellent,Excellent,61.1,57,1
2519,Round,52987,3.02,Ideal,H,VS1,Excellent,Excellent,62.1,58,1
2520,Round,52975,4.01,Ideal,I,SI1,Excellent,Excellent,62.0,53,1
2521,Oval,52971,3.01,Very Good,F,VS1,Very Good,Very Good,63.0,59,1
2522,Asscher,52964,3.04,Very Good,F,VS2,Excellent,Excellent,67.4,61,1
2523,Radiant,52943,3.54,Very Good,H,VS1,Excellent,Excellent,68.8,66,1
2524,Round,52887,3.64,Ideal,J,IF,Excellent,Excellent,62.4,58,1
2525,Emerald,52872,4.2,Very Good,J,VS2,Good,Good,66.6,68,1
2526,Heart,52868,3.02,Very Good,H,VVS1,Excellent,Excellent,59.4,60,1
2527,Round,52828,4.01,Very Good,J,VS1,Excellent,Very Good,60.3,62,1
2528,Round,52828,4.01,Ideal,J,VS1,Excellent,Excellent,58.4,61,1
2529,Round,52823,3.01,Ideal,G,SI1,Excellent,Excellent,62.7,57,1
2530,Emerald,52798,4.02,Very Good,I,VS1,Excellent,Excellent,67.6,64,1
2531,Cushion,52769,3.03,Very Good,F,VS1,Excellent,Very Good,68.3,60,1
2532,Pear,52768,3.01,Very Good,F,VS2,Excellent,Very Good,58.2,55,2
2533,Asscher,52762,3.8,Very Good,E,VS2,Excellent,Excellent,68.8,66,1
2534,Emerald,52739,3.08,Very Good,H,VVS1,Excellent,Excellent,66.5,66,1
2535,Round,52693,3.01,Ideal,G,VS2,Excellent,Excellent,61.4,61,1
2536,Radiant,52688,3.15,Very Good,G,VVS2,Very Good,Good,59.6,73,1
2537,Princess,52688,3.2,Very Good,F,VS1,Excellent,Very Good,73.1,71,1
2538,Round,52686,3.5,Ideal,H,VS1,Excellent,Excellent,63.0,57,1
2539,Oval,52667,4.01,Very Good,I,SI1,Excellent,Very Good,62.6,55,1
2540,Pear,52666,3.05,Very Good,E,VVS2,Very Good,Very Good,63.4,59,2
2541,Round,52634,2.14,Ideal,E,VVS1,Excellent,Excellent,62.1,57,1
2542,Round,52613,4.11,Very Good,F,SI1,Very Good,Very Good,64.6,56,1
2543,Round,52611,2.05,Ideal,E,IF,Excellent,Excellent,62.5,57,1
2544,Round,52600,4.02,Ideal,I,VS1,Excellent,Excellent,62.7,56,1
2545,Round,52584,4.04,Ideal,I,SI1,Excellent,Excellent,59.9,62,1
2546,Pear,52523,3.02,Very Good,E,VS1,Very Good,Excellent,62.6,61,2
2547,Round,52521,3.01,Ideal,D,VS2,Excellent,Very Good,62.5,56,1
2548,Round,52521,3.01,Ideal,H,VS1,Excellent,Excellent,61.2,60,1
2549,Asscher,52500,3.48,Good,H,VVS2,Excellent,Excellent,70.5,66,1
2550,Asscher,52484,3.75,Good,I,VVS2,Excellent,Excellent,70.5,64,1
2551,Round,52478,4.03,Ideal,G,SI2,Excellent,Excellent,63.1,56,1
2552,Round,52476,2.21,Ideal,D,VVS2,Excellent,Excellent,62.6,57,1
2553,Round,52452,3.0,Ideal,G,VS2,Excellent,Very Good,62.9,57,1
2554,Round,52450,4.02,Ideal,J,VS2,Excellent,Excellent,61.4,59,1
2555,Cushion,52446,3.01,Very Good,F,VVS2,Very Good,Very Good,69.3,62,1
2556,Cushion,52442,5.1,Very Good,J,SI1,Excellent,Excellent,67.9,64,1
2557,Round,52430,4.56,Very Good,I,SI2,Good,Good,64.2,57,1
2558,Round,52424,4.01,Ideal,F,SI2,Excellent,Excellent,62.9,58,1
2559,Cushion,52409,5.01,Good,H,SI1,Excellent,Very Good,71.5,61,1
2560,Round,52406,3.01,Ideal,H,VS1,Excellent,Excellent,62.4,57,1
2561,Round,52404,2.7,Ideal,F,VVS2,Excellent,Excellent,61.6,58,1
2562,Pear,52403,2.4,Good,D,FL,Excellent,Excellent,57.2,61,2
2563,Cushion,52355,3.51,Very Good,H,VS1,Excellent,Very Good,69.5,59,1
2564,Round,52353,2.14,Ideal,D,VVS2,Excellent,Excellent,62.3,57,1
2565,Round,52322,3.7,Ideal,G,SI1,Excellent,Excellent,62.8,57,1
2566,Round,52313,2.12,Ideal,E,VVS1,Excellent,Excellent,61.9,57,1
2567,Round,52279,2.01,Very Good,D,IF,Excellent,Excellent,63.8,56,1
2568,Round,52276,3.01,Ideal,G,VS1,Excellent,Excellent,62.4,59,1
2569,Round,52262,3.03,Ideal,E,VS2,Excellent,Excellent,62.2,58,1
2570,Pear,52227,3.01,Good,E,VS1,Very Good,Very Good,54.4,66,1
2571,Pear,52223,4.01,Very Good,I,SI1,Excellent,Excellent,60.8,60,2
2572,Round,52222,2.65,Ideal,D,VS1,Excellent,Excellent,62.4,59,1
2573,Radiant,52211,3.51,Very Good,H,VS1,Very Good,Very Good,67.8,67,1
2574,Round,52177,4.02,Ideal,J,VS1,Excellent,Excellent,60.3,59,1
2575,Emerald,52154,3.03,Very Good,G,VVS2,Excellent,Excellent,66.1,65,1
2576,Round,52149,4.0,Very Good,I,VS1,Excellent,Very Good,64.8,57,1
2577,Princess,52139,4.02,Good,H,SI1,Good,Good,60.9,77,1
2578,Round,52129,4.01,Ideal,I,SI1,Excellent,Excellent,61.4,61,1
2579,Round,52125,3.11,Ideal,D,SI1,Excellent,Excellent,60.2,59,1
2580,Cushion,52097,5.03,Very Good,J,SI1,Excellent,Excellent,68.4,60,1
2581,Round,52097,2.75,Ideal,F,VS1,Excellent,Excellent,59.2,60,1
2582,Round,52055,4.09,Ideal,H,SI2,Excellent,Excellent,62.7,56,1
2583,Asscher,52054,3.09,Very Good,E,VVS2,Excellent,Excellent,66.4,65,1
2584,Round,52017,3.02,Ideal,H,VS2,Excellent,Excellent,62.7,57,1
2585,Princess,52014,4.01,Good,G,SI1,Good,Good,77.3,77,1
2586,Round,52013,3.5,Ideal,G,SI1,Excellent,Excellent,62.6,55,1
2587,Round,51990,3.51,Ideal,I,VS1,Excellent,Excellent,62.6,58,1
2588,Round,51990,3.51,Ideal,I,VS1,Excellent,Excellent,62.2,58,1
2589,Round,51953,3.71,Ideal,F,SI1,Excellent,Excellent,62.8,56,1
2590,Round,51916,2.7,Ideal,F,VS1,Excellent,Excellent,60.2,60,1
2591,Pear,51910,3.1,Good,H,VS2,Excellent,Very Good,56.5,60,1
2592,Round,51909,3.16,Ideal,E,SI1,Excellent,Excellent,60.3,60,1
2593,Radiant,51888,4.8,Very Good,J,VS2,Excellent,Excellent,70.7,70,1
2594,Princess,51872,3.57,Very Good,H,VVS1,Excellent,Excellent,70.4,70,1
2595,Asscher,51841,3.7,Very Good,H,IF,Excellent,Excellent,65.9,60,1
2596,Round,51826,2.42,Ideal,E,VVS2,Excellent,Excellent,61.8,57,1
